City,State,District
Naugawan Sadat,Uttar Pradesh,Jyotiba Phule Nagar
Naupala,West Bengal,Haora
Nautanwa,Uttar Pradesh,Maharajganj
NavagamGhed,Gujarat,Jamnagar
Navalgund,Karnataka,Dharwad
Navalpattu,Tamil Nadu,Tiruchirappalli
Navelim,Goa,South Goa
Navghar-Manikpur,Maharashtra,Thane
Navi Mumbai,Maharashtra,Thane
"Navi Mumbai (Panvel, Raigarh)",Maharashtra,Raigarh
Navsari,Gujarat,Navsari
Nawa,Rajasthan,Nagaur
Nawabganj,Uttar Pradesh,Bareilly
Nawabganj,Uttar Pradesh,Unnao
Nawabganj,Uttar Pradesh,Barabanki
Nawabganj,Uttar Pradesh,Gonda
Nawada,Bihar,Nawada
Nawalgarh,Rajasthan,Jhunjhunun
Nawanshahr,Punjab,Nawanshahr
Nawapur,Maharashtra,Nandurbar
Naya Baradwar,Chhattisgarh,Janjgir-Champa
Nayabazar,Sikkim,West
Nayagarh,Orissa,Nayagarh
Nazerath,Tamil Nadu,Toothukudi
Nazira,Assam,Sibsagar
Nebadhai Duttapukur,West Bengal,North Twentyfour Parganas
Nedumangad,Kerala,Thiruvananthapuram
Needamangalam,Tamil Nadu,Thiruvarur
Neelagiri,Tamil Nadu,Thanjavur
Neelankarai,Tamil Nadu,Kancheepuram
Neem-Ka-Thana,Rajasthan,Sikar
Neemuch,Madhya Pradesh,Neemuch
Nehon,Punjab,Rupnagar
Nehtaur,Uttar Pradesh,Bijnor
Neikkarapatti,Tamil Nadu,Dindigul
Neiyyur,Tamil Nadu,Kanniyakumari
Nellikuppam,Tamil Nadu,Cuddalore
Nellimaria,Andhra Pradesh,Vizianagaram
Nelliyalam,Tamil Nadu,The Nilgiris
Nellore,Andhra Pradesh,Nellore
Nelmangala,Karnataka,Bangalore Rural
Nemili,Tamil Nadu,Vellore
Nenmenikkara,Kerala,Thrissur
Nepanagar,Madhya Pradesh,East Nimar
Neral,Maharashtra,Raigarh
Neripperichal,Tamil Nadu,Coimbatore
Nerkunram,Tamil Nadu,Thiruvallur
Nerkuppai,Tamil Nadu,Sivaganga
Nerunjipettai,Tamil Nadu,Erode
Neuton Chikhli Kalan,Madhya Pradesh,Chhindwara
New Barrackpur,West Bengal,North Twentyfour Parganas
New Bongaigaon Rly. Colony,Assam,Bongaigaon
New Delhi Municipal Council,Delhi *,"New Delhi, Central, South West and South"
New Mahe,Kerala,Kannur
Newa Talai,Rajasthan,Udaipur
Neykkarappatti,Tamil Nadu,Salem
Neyveli,Tamil Nadu,Cuddalore
Neyyattinkara,Kerala,Thiruvananthapuram
Nibra,West Bengal,Haora
Nichlaul,Uttar Pradesh,Maharajganj
Nidadavole,Andhra Pradesh,West Godavari
Nidhauli Kalan,Uttar Pradesh,Etah
Nilagiri,Orissa,Baleshwar
Nilakkottai,Tamil Nadu,Dindigul
Nilanga,Maharashtra,Latur
Nildoh,Maharashtra,Nagpur
Nilokheri,Haryana,Karnal
Nimapada,Orissa,Puri
Nimbahera,Rajasthan,Chittaurgarh
Nimbhore Budruk,Maharashtra,Jalgaon
Ningthoukhong,Manipur,Bishnupur
Nipani,Karnataka,Belgaum
Nirmal,Andhra Pradesh,Adilabad
Nirmali,Bihar,Supaul
Nirsa,Jharkhand,Dhanbad
Niwai,Rajasthan,Tonk
Niwari,Madhya Pradesh,Tikamgarh
Niwari,Uttar Pradesh,Ghaziabad
Nizamabad,Andhra Pradesh,Nizamabad
Nizamabad,Uttar Pradesh,Azamgarh
Noamundi,Jharkhand,Pashchimi Singhbhum
Nohar,Rajasthan,Hanumangarh
Noida,Uttar Pradesh,Gautam Buddha Nagar
Nokha,Rajasthan,Bikaner
Nokha,Bihar,Rohtas
Nokpul,West Bengal,North Twentyfour Parganas
Nongmynsong,Meghalaya,East Khasi Hills
Nongpoh,Meghalaya,Ri Bhoi
Nongstoin,Meghalaya,West Khasi Hills
Nongthymmai,Meghalaya,East Khasi Hills
Noor Mahal,Punjab,Jalandhar
Noorpur,Uttar Pradesh,Bijnor
North Barrackpur,West Bengal,North Twentyfour Parganas
North Dumdum,West Bengal,North Twentyfour Parganas
North Guwahati,Assam,Kamrup
North Lakhimpur,Assam,Lakhimpur
Northern Rly. Colony,Uttar Pradesh,Kanpur Nagar
Nowgaon,Madhya Pradesh,Chhatarpur
Nowrozabad(Khodargama),Madhya Pradesh,Umaria
Nowshehra,Jammu & Kashmir,Rajauri
Nuapatna,Orissa,Cuttack
Nuh,Haryana,Gurgaon
Numaligarh Refinery Township,Assam,Golaghat
Nurpur,Himachal Pradesh,Kangra
Nuzvid,Andhra Pradesh,Krishna
Nyoria Husainpur,Uttar Pradesh,Pilibhit
Nyotini,Uttar Pradesh,Unnao
O' Valley,Tamil Nadu,The Nilgiris
O.F.Khamaria,Madhya Pradesh,Jabalpur
Obedullaganj,Madhya Pradesh,Raisen
Obra,Uttar Pradesh,Sonbhadra
OCL Industrialship,Orissa,Sundargarh
Odaipatti,Tamil Nadu,Theni
Odaiyakulam,Tamil Nadu,Coimbatore
Oddanchatram,Tamil Nadu,Dindigul
Ode,Gujarat,Anand
Odugathur,Tamil Nadu,Vellore
Oel Dhakwa,Uttar Pradesh,Kheri
Oggiyamduraipakkam,Tamil Nadu,Kancheepuram
Oinam,Manipur,Bishnupur
Okha port,Gujarat,Jamnagar
Okni NO.II,Jharkhand,Hazaribag
Olagadam,Tamil Nadu,Erode
Olavanna,Kerala,Kozhikode
Old Maldah,West Bengal,Maldah
Omalur,Tamil Nadu,Salem
Omerkhan daira,Andhra Pradesh,Rangareddi
Omkareshwar,Madhya Pradesh,East Nimar
Ondal,West Bengal,Barddhaman
Ongole,Andhra Pradesh,Prakasam
Orachha,Madhya Pradesh,Tikamgarh
Orai,Uttar Pradesh,Jalaun
Oran,Uttar Pradesh,Banda
Orathanadu (Mukthambalpuram),Tamil Nadu,Thanjavur
Ordinance Factory Itarsi,Madhya Pradesh,Hoshangabad
Ordnance Factory Muradnagar,Uttar Pradesh,Ghaziabad
Orla,Jharkhand,Hazaribag
Osmanabad,Maharashtra,Osmanabad
Osmania University,Andhra Pradesh,Hyderabad
Othakadai,Tamil Nadu,Madurai
Othakalmandapam,Tamil Nadu,Coimbatore
Ottappalam,Kerala,Palakkad
Ottapparai,Tamil Nadu,Erode
Ozar,Maharashtra,Nashik
Ozhukarai,Pondicherry *,Pondicherry
P. J. Cholapuram,Tamil Nadu,Kapur
P.Mettupalayam,Tamil Nadu,Erode
P.N.Patti,Tamil Nadu,Salem
Pachgaon,Maharashtra,Kolhapur
Pachmarhi Cantt,Madhya Pradesh,Hoshangabad
Pachora,Maharashtra,Jalgaon
Pachore,Madhya Pradesh,Rajgarh
Pachperwa,Uttar Pradesh,Balrampur
Pacode,Tamil Nadu,Kanniyakumari
Padagha,Maharashtra,Thane
Padaiveedu,Tamil Nadu,Namakkal
Padampur,Rajasthan,Ganganagar
Paddhari,Gujarat,Rajkot
Padianallur,Tamil Nadu,Thiruvallur
Padirikuppam,Tamil Nadu,Cuddalore
Padmanabhapuram,Tamil Nadu,Kanniyakumari
Padmapur,Orissa,Bargarh
Padra,Gujarat,Vadodara
Padrauna,Uttar Pradesh,Kushinagar
Paduvilayi,Kerala,Kannur
Pahalgam,Jammu & Kashmir,Anantnag
Paharpur,Bihar,Gaya
Pahasu,Uttar Pradesh,Bulandshahr
Paintepur,Uttar Pradesh,Sitapur
Pairagachha,West Bengal,Hugli
Paithan,Maharashtra,Aurangabad
Pakaur,Jharkhand,Pakaur
Pal Chourai,Madhya Pradesh,Chhindwara
Palacole,Andhra Pradesh,West Godavari
Palaganangudy,Tamil Nadu,Tiruchirappalli
Palai,Kerala,Kottayam
Palakkad,Kerala,Palakkad
Palakkodu,Tamil Nadu,Dharmapuri
Palakurthi,Andhra Pradesh,Karimnagar
Palamedu,Tamil Nadu,Madurai
Palampur,Himachal Pradesh,Kangra
Palani,Tamil Nadu,Dindigul
Palani Chettipatti,Tamil Nadu,Theni
Palanpur,Gujarat,Banas Kantha
Palasa @ Kasibugga,Andhra Pradesh,Srikakulam
Palasbari,Assam,Kamrup
Palashban,West Bengal,Barddhaman
Palavakkam,Tamil Nadu,Kancheepuram
Palavansathu,Tamil Nadu,Vellore
Palawa,Jharkhand,Hazaribag
Palayad,Kerala,Kozhikode
Palayam,Tamil Nadu,Dindigul
Palda,Madhya Pradesh,Indore
Pale,Goa,North Goa
Palej,Gujarat,Bharuch
Palera,Madhya Pradesh,Tikamgarh
Palghar,Maharashtra,Thane
Pali,Madhya Pradesh,Umaria
Pali,Rajasthan,Pali
Pali,Maharashtra,Raigarh
Pali,Uttar Pradesh,Hardoi
Pali,Uttar Pradesh,Lalitpur
Palia Kalan,Uttar Pradesh,Kheri
Palissery,Kerala,Thrissur
Palitana,Gujarat,Bhavnagar
Palladam,Tamil Nadu,Coimbatore
Pallapalayam,Tamil Nadu,Erode
Pallapalayam,Tamil Nadu,Coimbatore
Pallapatti,Tamil Nadu,Dindigul
Pallapatti,Tamil Nadu,Kapur
Pallapatti,Tamil Nadu,Virudhunagar
Pallathur,Tamil Nadu,Sivaganga
Pallavaram,Tamil Nadu,Kancheepuram
Pallikaranai,Tamil Nadu,Kancheepuram
Pallikkunnu,Kerala,Kannur
Pallikonda,Tamil Nadu,Vellore
Pallipalayam,Tamil Nadu,Namakkal
Pallipalayam Agraharam,Tamil Nadu,Namakkal
Pallipattu,Tamil Nadu,Thiruvallur
Paluvai,Kerala,Thrissur
Palwal,Haryana,Faridabad
Palwancha,Andhra Pradesh,Khammam
Pammal,Tamil Nadu,Kancheepuram
Pampore,Jammu & Kashmir,Pulwama
Pamur,Andhra Pradesh,Prakasam
Panagar,Madhya Pradesh,Jabalpur
Panagudi,Tamil Nadu,Tirunelveli
Panaimarathupatti,Tamil Nadu,Salem
Panaji,Goa,North Goa
Panapakkam,Tamil Nadu,Vellore
Panara,Madhya Pradesh,Chhindwara
Panboli,Tamil Nadu,Tirunelveli
Panchet,Jharkhand,Dhanbad
Panchgani,Maharashtra,Satara
Panchkula Urban Estate,Haryana,Panchkula
Panchla,West Bengal,Haora
Panchpara,West Bengal,Haora
Pandamangalam,Tamil Nadu,Namakkal
Pandariya,Chhattisgarh,Kawardha
Pandavapura,Karnataka,Mandya
Pandhana,Madhya Pradesh,East Nimar
Pandharkaoda,Maharashtra,Yavatmal
Pandharpur,Maharashtra,Aurangabad
Pandharpur,Maharashtra,Solapur
Pandhurna,Madhya Pradesh,Chhindwara
Pandua,West Bengal,Hugli
Pangachhiya (B),West Bengal,Barddhaman
Panhala,Maharashtra,Kolhapur
Paniara,West Bengal,Haora
Panihati,West Bengal,North Twentyfour Parganas
Panipat,Haryana,Panipat
Panipat Taraf Ansar,Haryana,Panipat
Panipat Taraf Rajputan,Haryana,Panipat
Panipt Taraf Makhdum Zadgan,Haryana,Panipat
Panna,Madhya Pradesh,Panna
Pannaikadu,Tamil Nadu,Dindigul
Pannaipuram,Tamil Nadu,Theni
Panniyannur,Kerala,Kannur
Panoor,Kerala,Kannur
Panposh,Orissa,Sundargarh
Panruti,Tamil Nadu,Cuddalore
Pansemal,Madhya Pradesh,Barwani
Pantheeramkavu,Kerala,Kozhikode
Panuhat,West Bengal,Barddhaman
Panvel,Maharashtra,Raigarh
Paonta Sahib,Himachal Pradesh,Sirmaur
Papampeta,Andhra Pradesh,Anantapur
Papanasam,Tamil Nadu,Thanjavur
Pappankurichi,Tamil Nadu,Tiruchirappalli
Papparapatti,Tamil Nadu,Dharmapuri
Papparapatti,Tamil Nadu,Salem
Pappinisseri,Kerala,Kannur
Pappireddipatti,Tamil Nadu,Dharmapuri
Par Beliya,West Bengal,Puruliya
Paradip,Orissa,Jagatsinghapur
Paramakudi,Tamil Nadu,Ramanathapuram
Paramathi,Tamil Nadu,Namakkal
Paranda,Maharashtra,Osmanabad
Parangipettai,Tamil Nadu,Cuddalore
Parashkol,West Bengal,Barddhaman
Parasi,Uttar Pradesh,Sonbhadra
Parasia,West Bengal,Barddhaman
Paratdih,Jharkhand,Giridih
Paravai,Tamil Nadu,Madurai
Paravoor,Kerala,Kollam
Paravur,Kerala,Ernakulam
Parbatsar,Rajasthan,Nagaur
Parbbatipur,West Bengal,Nadia
Parbhani,Maharashtra,Parbhani
Parcem,Goa,North Goa
Pardi,Gujarat,Valsad
Parichha,Uttar Pradesh,Jhansi
Parikshitgarh,Uttar Pradesh,Meerut
Parlakhemundi,Orissa,Gajapati
Parli,Maharashtra,Bid
Parnera,Gujarat,Valsad
Parola,Maharashtra,Jalgaon
Parole,Jammu & Kashmir,Kathua
Parsadepur,Uttar Pradesh,Rae Bareli
Partapur,Rajasthan,Banswara
Partur,Maharashtra,Jalna
Parvat,Gujarat,Surat
Parvathipuram,Andhra Pradesh,Vizianagaram
Parwanoo,Himachal Pradesh,Solan
Pasan,Madhya Pradesh,Shahdol
Paschim Jitpur,West Bengal,Jalpaiguri
Paschim Punropara,West Bengal,Murshidabad
Pasighat,Arunachal Pradesh,East Siang
Pasthal,Maharashtra,Thane
Pasur,Tamil Nadu,Erode
Patala,Uttar Pradesh,Ghaziabad
Patan,Gujarat,Patan
Patan,Chhattisgarh,Durg
Patan,Maharashtra,Satara
Patan,Madhya Pradesh,Jabalpur
Patancheru,Andhra Pradesh,Medak
Pataudi,Haryana,Gurgaon
Pathalgaon,Chhattisgarh,Jashpur
Pathamadai,Tamil Nadu,Tirunelveli
Pathanamthitta,Kerala,Pathanamthitta
Pathankot,Punjab,Gurdaspur
Pathardi,Maharashtra,Ahmadnagar
Pathardih,Jharkhand,Dhanbad
Patharia,Madhya Pradesh,Damoh
Pathiriyad,Kerala,Kannur
Pathri,Maharashtra,Parbhani
Pathsala,Assam,Barpeta
Patiala,Punjab,Patiala
Patiyali,Uttar Pradesh,Etah
Patna,Bihar,Patna
Patnagarh,Orissa,Balangir
Patratu,Jharkhand,Hazaribag
Pattabong Tea Garden,West Bengal,Darjiling
Pattamundai,Orissa,Kendrapara
Pattan,Jammu & Kashmir,Baramula
Pattanagere,Karnataka,Bangalore
Patti,Punjab,Amritsar
Patti,Uttar Pradesh,Pratapgarh
Pattinam,Tamil Nadu,Namakkal
Pattiom,Kerala,Kannur
Pattiveeranpatti,Tamil Nadu,Dindigul
Pattran,Punjab,Patiala
Pattukkottai,Tamil Nadu,Thanjavur
Patuli,West Bengal,Barddhaman
Patulia,West Bengal,North Twentyfour Parganas
Patur,Maharashtra,Akola
Pauni,Maharashtra,Bhandara
Pauri,Uttaranchal,Garhwal
Pavagada,Karnataka,Tumkur
Pavaratty,Kerala,Thrissur
Pawai,Madhya Pradesh,Panna
Payal,Punjab,Ludhiana
Payyannur,Kerala,Kannur
Pazhugal,Tamil Nadu,Kanniyakumari
Pedana,Andhra Pradesh,Krishna
Peddapuram,Andhra Pradesh,East Godavari
Peerkankaranai,Tamil Nadu,Kancheepuram
Pehlad Pur Bangar,Delhi *,North West
Pehowa,Haryana,Kurukshetra
Pen,Maharashtra,Raigarh
Pendra,Chhattisgarh,Bilaspur
Penha-de-Franca,Goa,North Goa
Pennadam,Tamil Nadu,Cuddalore
Pennagaram,Tamil Nadu,Dharmapuri
Pennathur,Tamil Nadu,Vellore
Peraiyur,Tamil Nadu,Madurai
Perakam,Kerala,Thrissur
Peralam,Tamil Nadu,Thiruvarur
Peralasseri,Kerala,Kannur
Perambalur,Tamil Nadu,Perambalur
Peranamallur,Tamil Nadu,Tiruvanamalai
Peravurani,Tamil Nadu,Thanjavur
Peringathur,Kerala,Kannur
Perinthalmanna,Kerala,Malappuram
Periya Negamam,Tamil Nadu,Coimbatore
Periyakodiveri,Tamil Nadu,Erode
Periyakulam,Tamil Nadu,Theni
Periyanaickenpalayam,Tamil Nadu,Coimbatore
Periyapatti,Tamil Nadu,Namakkal
Periyasemur,Tamil Nadu,Erode
Pernampattu,Tamil Nadu,Vellore
Pernem,Goa,North Goa
Perumagalur,Tamil Nadu,Thanjavur
Perumandi,Tamil Nadu,Thanjavur
Perumbaikad,Kerala,Kottayam
Perumbavoor,Kerala,Ernakulam
Perumuchi,Tamil Nadu,Vellore
Perundurai,Tamil Nadu,Erode
Perungalathur,Tamil Nadu,Kancheepuram
Perungudi,Tamil Nadu,Kancheepuram
Perungulam,Tamil Nadu,Toothukudi
Perur,Tamil Nadu,Coimbatore
Peth Umri,Maharashtra,Nanded
Pethampalayam,Tamil Nadu,Erode
Pethanaickenpalayam,Tamil Nadu,Salem
Petlad,Gujarat,Anand
Petlawad,Madhya Pradesh,Jhabua
Petro Chemical Complex INA,Gujarat,Vadodara
Phagwara,Punjab,Kapurthala
Phalauda,Uttar Pradesh,Meerut
Phalna,Rajasthan,Pali
Phalodi,Rajasthan,Jodhpur
Phaltan,Maharashtra,Satara
Phaphund,Uttar Pradesh,Auraiya
Phek,Nagaland,Phek
Phillaur,Punjab,Jalandhar
Phulabani,Orissa,Kandhamal
Phulera,Rajasthan,Jaipur
Phulia,West Bengal,Nadia
Phulpur,Uttar Pradesh,Allahabad
Phulpur,Uttar Pradesh,Azamgarh
Phulwari Sharif,Bihar,Patna
Phulwaria,Uttar Pradesh,Varanasi
Phunderdihari,Chhattisgarh,Surguja
Phuphkalan,Madhya Pradesh,Bhind
Phusro,Jharkhand,Bokaro
Pichhore,Madhya Pradesh,Gwalior
Pichhore,Madhya Pradesh,Shivpuri
Pihani,Uttar Pradesh,Hardoi
Pilani,Rajasthan,Jhunjhunun
Pilibanga,Rajasthan,Hanumangarh
Pilibhit,Uttar Pradesh,Pilibhit
Pilkhana,Uttar Pradesh,Aligarh
Pilkhuwa,Uttar Pradesh,Ghaziabad
Pillanallur,Tamil Nadu,Namakkal
Pimpri Chinchwad,Maharashtra,Pune
Pinahat,Uttar Pradesh,Agra
Pinarayi,Kerala,Kannur
Pindwara,Rajasthan,Sirohi
Pinjore,Haryana,Panchkula
Pipalsana Chaudhari,Uttar Pradesh,Bareilly
Piparcity,Rajasthan,Jodhpur
Pipariya,Madhya Pradesh,Hoshangabad
Pipariya,Madhya Pradesh,Jabalpur
Pipiganj,Uttar Pradesh,Gorakhpur
Pipili,Orissa,Puri
Piploda,Madhya Pradesh,Ratlam
Piplya Mandi,Madhya Pradesh,Mandsaur
Pipraich,Uttar Pradesh,Gorakhpur
Pipri,Uttar Pradesh,Sonbhadra
Pirawa,Rajasthan,Jhalawar
Piriyapatna,Karnataka,Mysore
Piro,Bihar,Bhojpur
Pitapuram,Andhra Pradesh,East Godavari
Pithampur,Madhya Pradesh,Dhar
Pithora,Chhattisgarh,Mahasamund
Pithoragarh,Uttaranchal,Pithoragarh
Podara,West Bengal,Haora
Pokaran,Rajasthan,Jaisalmer
Poladpur,Maharashtra,Raigarh
Polasara,Orissa,Ganjam
Polay Kalan,Madhya Pradesh,Shajapur
Polichalur,Tamil Nadu,Kancheepuram
Pollachi,Tamil Nadu,Coimbatore
Polur,Tamil Nadu,Tiruvanamalai
Ponda,Goa,North Goa
Pondar Kanali,Jharkhand,Dhanbad
Pondicherry,Pondicherry *,Pondicherry
Ponmani,Tamil Nadu,Kanniyakumari
Ponnamaravathi,Tamil Nadu,Pudukkottai
Ponnampatti,Tamil Nadu,Tiruchirappalli
Ponnani,Kerala,Malappuram
Ponneri,Tamil Nadu,Thiruvallur
Ponnur,Andhra Pradesh,Guntur
Poolambadi,Tamil Nadu,Perambalur
Poolampatti,Tamil Nadu,Salem
Pooluvapatti,Tamil Nadu,Coimbatore
Poonamallee,Tamil Nadu,Thiruvallur
Pooth Kalan,Delhi *,North West
Pooth Khurd,Delhi *,North West
Porbandar,Gujarat,Porbandar
Porompat,Manipur,Imphal East
Porsa,Madhya Pradesh,Morena
Port Blair,Andaman & Nicobar Islands *,Andamans
Porur,Tamil Nadu,Thiruvallur
Pothanur,Tamil Nadu,Namakkal
Pothatturpettai,Tamil Nadu,Thiruvallur
Pottore,Kerala,Thrissur
Powayan,Uttar Pradesh,Shahjahanpur
Prantij,Gujarat,Sabar Kantha
Pratapgarh,Tripura,West Tripura
Pratapgarh,Rajasthan,Chittaurgarh
Pratapgarh City,Uttar Pradesh,Pratapgarh
Pratapsasan,Orissa,Khordha
Pratitnagar,Uttaranchal,Dehradun
Prayagpur,West Bengal,Barddhaman
Prithvipur,Madhya Pradesh,Tikamgarh
Proddatur,Andhra Pradesh,Cuddapah
Pudu,Karnataka,Dakshina Kannada
Pudukadai,Tamil Nadu,Kanniyakumari
Pudukkottai,Tamil Nadu,Pudukkottai
Pudukkottai,Tamil Nadu,Pudukkottai
Pudupalaiyam Aghraharam,Tamil Nadu,Namakkal
Pudupalayam,Tamil Nadu,Tiruvanamalai
Pudupatti,Tamil Nadu,Theni
Pudupatti,Tamil Nadu,Virudhunagar
Pudupattinam,Tamil Nadu,Kancheepuram
Pudur (S),Tamil Nadu,Tirunelveli
Puduvayal,Tamil Nadu,Sivaganga
Pujali,West Bengal,South Twentyfour Parganas
Pukhrayan,Uttar Pradesh,Kanpur Dehat
Pul Pehlad,Delhi *,South
Pulgaon,Maharashtra,Wardha
Puliyankudi,Tamil Nadu,Tirunelveli
Puliyur,Tamil Nadu,Kapur
Pullampadi,Tamil Nadu,Tiruchirappalli
Pulwama,Jammu & Kashmir,Pulwama
Punahana,Haryana,Gurgaon
Punalur,Kerala,Kollam
Punch,Jammu & Kashmir,Punch
Pundri,Haryana,Kaithal
Pune,Maharashtra,Pune
Pune,Maharashtra,Pune
Punganur,Andhra Pradesh,Chittoor
Punjai Thottakurichi,Tamil Nadu,Kapur
Punjaipugalur,Tamil Nadu,Kapur
Punjaipuliampatti,Tamil Nadu,Erode
Puranattukara,Kerala,Thrissur
Puranpur,Uttar Pradesh,Pilibhit
Purba Tajpur,West Bengal,Hugli
Purdilnagar,Uttar Pradesh,Hathras
Puri,Orissa,Puri
Purna,Maharashtra,Parbhani
Purnia,Bihar,Purnia
Purquazi,Uttar Pradesh,Muzaffarnagar
Puruliya,West Bengal,Puruliya
Purushottamnagar,Maharashtra,Nandurbar
Purusottampur,Orissa,Ganjam
Purwa,Uttar Pradesh,Unnao
Pusad,Maharashtra,Yavatmal
Pushkar,Rajasthan,Ajmer
Puthalam,Tamil Nadu,Kanniyakumari
Puthukkad,Kerala,Thrissur
Puthunagaram,Kerala,Palakkad
Puttur,Andhra Pradesh,Chittoor
Puttur,Karnataka,Dakshina Kannada
Puvalur,Tamil Nadu,Tiruchirappalli
Puzhal,Tamil Nadu,Thiruvallur
Puzhathi,Kerala,Kannur
Puzhithivakkam (Ullagaram),Tamil Nadu,Kancheepuram
Pynthorumkhrah,Meghalaya,East Khasi Hills
Qadian,Punjab,Gurdaspur
Qasimpur Power House Colony,Uttar Pradesh,Aligarh
Qazigund,Jammu & Kashmir,Anantnag
Quammruddin Nagar,Delhi *,West
Quepem,Goa,South Goa
Queula,Goa,North Goa
Quilandy,Kerala,Kozhikode
Quthbullapur,Andhra Pradesh,Rangareddi
R.Pudupatti,Tamil Nadu,Namakkal
R.S.Mangalam,Tamil Nadu,Ramanathapuram
Rabkavi Banhatti,Karnataka,Bagalkot
Rabupura,Uttar Pradesh,Gautam Buddha Nagar
Radaur,Haryana,Yamunanagar
Radhakund,Uttar Pradesh,Mathura
Radhanpur,Gujarat,Patan
Rae Bareli,Uttar Pradesh,Rae Bareli
Rafiganj,Bihar,Aurangabad
Raghogarh -Vijaypur,Madhya Pradesh,Guna
Raghudebbati,West Bengal,Haora
Raghunathchak,West Bengal,Barddhaman
Raghunathpur,Bihar,Katihar
Raghunathpur,West Bengal,Puruliya
Raghunathpur (PS-Dankuni),West Bengal,Hugli
Raghunathpur (PS-Magra),West Bengal,Hugli
Rahatgarh,Madhya Pradesh,Sagar
Rahimatpur,Maharashtra,Satara
Rahon,Punjab,Nawanshahr
Rahta Pimplas,Maharashtra,Ahmadnagar
Rahuri,Maharashtra,Ahmadnagar
Raichur,Karnataka,Raichur
Raigachhi,West Bengal,North Twentyfour Parganas
Raiganj,West Bengal,Uttar Dinajpur
Raigarh,Chhattisgarh,Raigarh
Raikot,Punjab,Ludhiana
Raipur,Uttaranchal,Dehradun
Raipur,Chhattisgarh,Raipur
Raipur Rani,Haryana,Panchkula
Rairangpur,Orissa,Mayurbhanj
Raisen,Madhya Pradesh,Raisen
Raisinghnagar,Rajasthan,Ganganagar
Raja Ka Rampur,Uttar Pradesh,Etah
Rajagangapur,Orissa,Sundargarh
Rajahmundry,Andhra Pradesh,East Godavari
Rajakhedi,Madhya Pradesh,Sagar
Rajakhera,Rajasthan,Dhaulpur
Rajaldesar,Rajasthan,Churu
Rajam,Andhra Pradesh,Srikakulam
Rajapalayam,Tamil Nadu,Virudhunagar
Rajapur,Maharashtra,Ratnagiri
Rajapur,Uttar Pradesh,Chitrakoot
Rajarhat Gopalpur,West Bengal,North Twentyfour Parganas
Rajasansi,Punjab,Amritsar
Rajauri,Jammu & Kashmir,Rajauri
Rajendranagar,Andhra Pradesh,Rangareddi
Rajgamar,Chhattisgarh,Korba
Rajgarh,Rajasthan,Churu
Rajgarh,Rajasthan,Alwar
Rajgarh,Himachal Pradesh,Sirmaur
Rajgarh,Madhya Pradesh,Dhar
Rajgarh,Madhya Pradesh,Rajgarh
Rajgir,Bihar,Nalanda
Rajgurunagar (Khed),Maharashtra,Pune
Rajkot,Gujarat,Rajkot
Rajmahal,Jharkhand,Sahibganj
Rajnagar,Madhya Pradesh,Chhatarpur
Rajnandgaon,Chhattisgarh,Rajnandgaon
Rajokri,Delhi *,South West
Rajpipla,Gujarat,Narmada
Rajpur,Madhya Pradesh,Barwani
Rajpur Sonarpur,West Bengal,South Twentyfour Parganas
Rajpura,Punjab,Patiala
Rajsamand,Rajasthan,Rajsamand
Rajula,Gujarat,Amreli
Rajur,Maharashtra,Yavatmal
Rajura,Maharashtra,Chandrapur
Ram Garh,Jammu & Kashmir,Jammu
Ramachandrapuram,Andhra Pradesh,Medak
Ramachandrapuram,Andhra Pradesh,East Godavari
Ramachandrapuram-Bhel Township ),Andhra Pradesh,Medak
Ramagundam,Andhra Pradesh,Karimnagar
Raman,Punjab,Bathinda
Ramanagaram,Karnataka,Bangalore Rural
Ramanathapuram,Tamil Nadu,Ramanathapuram
Ramanattukara,Kerala,Kozhikode
Ramanayyapeta,Andhra Pradesh,East Godavari
Ramanujganj,Chhattisgarh,Surguja
Ramapuram,Tamil Nadu,Thiruvallur
Ramapuram,Andhra Pradesh,Kurnool
Ramban,Jammu & Kashmir,Doda
Rambha,Orissa,Ganjam
Ramchandrapur,West Bengal,Haora
Ramdass,Punjab,Amritsar
Ramdurg,Karnataka,Belgaum
Rameswaram,Andhra Pradesh,Cuddapah
Rameswaram,Tamil Nadu,Ramanathapuram
Ramganj Mandi,Rajasthan,Kota
Ramgarh,Rajasthan,Sikar
Ramgarh Cantonment,Jharkhand,Hazaribag
Ramjibanpur,West Bengal,Medinipur
Ramkola,Uttar Pradesh,Kushinagar
Ramnagar,Bihar,Pashchim Champaran
Ramnagar,West Bengal,Barddhaman
Ramnagar,Jammu & Kashmir,Udhampur
Ramnagar,Uttaranchal,Nainital
Ramnagar,Uttar Pradesh,Barabanki
Ramnagar,Uttar Pradesh,Varanasi
Ramol,Gujarat,Ahmadabad
Rampachodavaram,Andhra Pradesh,East Godavari
Rampur,Uttar Pradesh,Rampur
Rampur,Himachal Pradesh,Shimla
Rampur Baghelan,Madhya Pradesh,Satna
Rampur Bhawanipur,Uttar Pradesh,Barabanki
Rampur Karkhana,Uttar Pradesh,Deoria
Rampur Maniharan,Uttar Pradesh,Saharanpur
Rampur Naikin,Madhya Pradesh,Sidhi
Rampura,Madhya Pradesh,Neemuch
Rampura,Uttar Pradesh,Jalaun
Rampura Phul,Punjab,Bathinda
Rampurhat,West Bengal,Birbhum
